timestamp,temperature,humidity,pressure,wind_speed
2020-01-04 07:00:00,5.3,97,1018.0,7.1
2020-01-04 08:00:00,7.1,94,1018.8,8.0
2020-01-04 09:00:00,10.1,86,1019.7,6.6
2020-01-04 10:00:00,12.4,78,1019.9,5.0
2020-01-04 11:00:00,14.5,69,1019.5,3.3
2020-01-04 12:00:00,15.5,63,1018.6,2.5
2020-01-04 13:00:00,16.2,58,1017.4,5.4
2020-01-04 14:00:00,16.4,55,1016.7,7.6
2020-01-04 15:00:00,15.6,59,1016.6,7.4
2020-01-04 16:00:00,14.9,64,1016.5,4.5
2020-01-04 17:00:00,13.3,71,1016.5,8.9
2020-01-04 18:00:00,11.5,77,1017.2,10.2
2020-01-04 19:00:00,10.6,79,1018.1,9.9
2020-01-04 20:00:00,10.9,74,1018.7,7.2
2020-01-04 21:00:00,9.8,80,1019.1,7.1
2020-01-04 22:00:00,10.7,75,1019.3,0.7
2020-01-04 23:00:00,8.3,86,1019.3,4.4
2020-01-05 00:00:00,7.1,90,1019.1,6.6
2020-01-05 01:00:00,6.7,89,1018.5,7.6
2020-01-05 02:00:00,6.1,91,1018.4,7.9
2020-01-05 03:00:00,5.6,94,1018.2,7.7
2020-01-05 04:00:00,5.2,96,1018.0,8.6
2020-01-05 05:00:00,5.4,98,1018.1,8.2
2020-01-05 06:00:00,5.2,98,1018.6,7.9
2020-01-05 07:00:00,5.1,99,1019.1,7.3
2020-01-05 08:00:00,7.4,95,1019.4,8.0
2020-01-05 09:00:00,10.1,85,1020.3,4.1
2020-01-05 10:00:00,12.4,78,1020.4,1.8
2020-01-05 11:00:00,14.4,70,1019.6,1.1
2020-01-05 12:00:00,15.3,65,1018.6,1.8
2020-01-05 13:00:00,15.8,62,1017.6,3.7
2020-01-05 14:00:00,15.9,60,1017.3,5.0
2020-01-05 15:00:00,15.9,59,1017.7,6.0
2020-01-05 16:00:00,14.7,71,1017.5,3.1
2020-01-05 17:00:00,12.5,77,1018.6,5.0
2020-01-05 18:00:00,12.2,77,1018.7,6.5
2020-01-05 19:00:00,11.8,79,1019.4,7.1
2020-01-05 20:00:00,11.5,83,1019.7,7.2
2020-01-05 21:00:00,11.3,85,1020.4,6.9
2020-01-05 22:00:00,11.0,89,1021.3,5.9
2020-01-05 23:00:00,10.7,89,1021.2,6.2
2020-01-06 00:00:00,10.3,87,1021.1,9.4
2020-01-06 01:00:00,10.2,82,1020.3,9.4
2020-01-06 02:00:00,9.9,82,1020.3,7.9
2020-01-06 03:00:00,9.9,80,1019.5,8.2
2020-01-06 04:00:00,9.6,84,1018.9,5.4
2020-01-06 05:00:00,9.4,87,1019.5,5.4
2020-01-06 06:00:00,9.4,89,1019.7,5.3
2020-01-06 07:00:00,9.3,90,1020.3,8.0
2020-01-06 08:00:00,9.2,89,1020.8,8.4
2020-01-06 09:00:00,9.3,89,1021.3,4.8
2020-01-06 10:00:00,9.6,88,1021.5,4.1
2020-01-06 11:00:00,9.9,89,1020.9,8.9
2020-01-06 12:00:00,10.0,90,1020.0,7.7
2020-01-06 13:00:00,10.2,90,1019.1,9.4
2020-01-06 14:00:00,10.2,91,1019.0,9.0
2020-01-06 15:00:00,10.1,93,1018.9,9.4
2020-01-06 16:00:00,10.0,93,1018.6,10.6
2020-01-06 17:00:00,9.8,92,1019.7,10.0
2020-01-06 18:00:00,9.6,92,1019.9,10.9
2020-01-06 19:00:00,9.8,91,1020.1,8.1
2020-01-06 20:00:00,10.0,92,1020.0,8.0
2020-01-06 21:00:00,10.1,94,1020.0,6.0
2020-01-06 22:00:00,10.1,94,1020.0,5.9
2020-01-06 23:00:00,10.1,95,1019.9,5.5
2020-01-07 00:00:00,10.2,95,1019.6,6.6
2020-01-07 01:00:00,10.1,96,1018.8,6.9
2020-01-07 02:00:00,9.8,97,1018.4,4.7
2020-01-07 03:00:00,8.7,99,1018.3,4.6
2020-01-07 04:00:00,8.9,98,1017.8,5.3
2020-01-07 05:00:00,9.0,98,1018.3,6.0
2020-01-07 06:00:00,9.0,97,1018.2,5.9
2020-01-07 07:00:00,8.2,98,1018.5,4.7
2020-01-07 08:00:00,9.1,97,1018.8,6.9
2020-01-07 09:00:00,10.5,94,1019.1,5.7
2020-01-07 10:00:00,11.4,91,1019.3,4.1
2020-01-07 11:00:00,11.7,90,1018.9,2.9
2020-01-07 12:00:00,12.1,93,1017.8,3.4
2020-01-07 13:00:00,12.1,94,1016.7,4.7
2020-01-07 14:00:00,12.3,95,1016.1,5.4
2020-01-07 15:00:00,12.2,95,1015.9,4.3
2020-01-07 16:00:00,12.2,93,1015.4,5.0
2020-01-07 17:00:00,11.7,93,1015.3,3.1
2020-01-07 18:00:00,11.3,97,1015.7,3.6
2020-01-07 19:00:00,11.3,96,1016.0,2.7
2020-01-07 20:00:00,11.3,96,1016.4,3.0
2020-01-07 21:00:00,11.3,96,1016.5,3.3
2020-01-07 22:00:00,10.7,98,1016.4,4.7
2020-01-07 23:00:00,10.1,99,1016.3,4.2
2020-01-08 00:00:00,10.3,99,1015.9,3.6
2020-01-08 01:00:00,9.8,99,1015.6,0.7
2020-01-08 02:00:00,8.1,100,1015.3,2.9
2020-01-08 03:00:00,8.0,99,1014.9,5.4
2020-01-08 04:00:00,8.0,98,1014.6,6.1
2020-01-08 05:00:00,7.2,98,1015.1,5.1
2020-01-08 06:00:00,8.0,94,1015.8,5.5
2020-01-08 07:00:00,7.7,99,1016.4,6.4
2020-01-08 08:00:00,7.8,99,1017.0,7.0
2020-01-08 09:00:00,8.6,95,1017.5,7.4
2020-01-08 10:00:00,9.5,90,1017.5,7.6
2020-01-08 11:00:00,11.2,82,1017.1,7.6
2020-01-08 12:00:00,13.0,71,1016.1,8.7
2020-01-08 13:00:00,13.9,62,1015.1,9.3
2020-01-08 14:00:00,14.3,61,1014.5,9.2
2020-01-08 15:00:00,14.3,59,1014.3,9.4
2020-01-08 16:00:00,13.8,61,1014.4,10.7
2020-01-08 17:00:00,11.0,78,1015.7,7.1
2020-01-08 18:00:00,9.4,84,1016.3,8.9
2020-01-08 19:00:00,8.4,87,1016.9,8.9
2020-01-08 20:00:00,7.7,89,1017.1,9.2
2020-01-08 21:00:00,6.9,90,1017.7,9.5
2020-01-08 22:00:00,6.9,91,1017.9,7.0
2020-01-08 23:00:00,6.9,90,1018.3,7.8
2020-01-09 00:00:00,6.7,89,1018.1,8.2
2020-01-09 01:00:00,6.2,90,1018.2,8.0
2020-01-09 02:00:00,5.4,92,1018.1,6.9
2020-01-09 03:00:00,4.7,93,1018.1,6.8
2020-01-09 04:00:00,4.5,94,1018.0,6.9
2020-01-09 05:00:00,4.8,94,1018.3,6.8
2020-01-09 06:00:00,4.1,95,1019.0,7.2
2020-01-09 07:00:00,3.3,97,1019.9,8.2
2020-01-09 08:00:00,5.5,95,1020.6,7.6
2020-01-09 09:00:00,7.4,92,1022.0,5.4
2020-01-09 10:00:00,10.0,83,1022.4,4.8
2020-01-09 11:00:00,12.4,71,1021.9,6.3
2020-01-09 12:00:00,14.0,62,1021.2,8.0
2020-01-09 13:00:00,14.9,57,1020.4,8.6
2020-01-09 14:00:00,15.4,55,1019.9,7.8
2020-01-09 15:00:00,15.5,53,1019.7,6.9
2020-01-09 16:00:00,15.1,56,1019.8,4.8
2020-01-09 17:00:00,11.0,76,1020.1,9.4
2020-01-09 18:00:00,9.7,79,1020.6,9.6
2020-01-09 19:00:00,9.0,81,1021.3,8.1
2020-01-09 20:00:00,7.6,85,1021.6,9.6
2020-01-09 21:00:00,6.9,85,1022.1,10.2
2020-01-09 22:00:00,7.3,81,1022.2,8.7
2020-01-09 23:00:00,6.3,84,1021.9,8.6
2020-01-10 00:00:00,4.7,90,1021.7,11.2
2020-01-10 01:00:00,5.4,88,1021.4,7.9
2020-01-10 02:00:00,5.3,88,1021.3,9.0
2020-01-10 03:00:00,5.0,89,1020.8,9.6
2020-01-10 04:00:00,4.9,89,1020.4,9.7
2020-01-10 05:00:00,5.2,91,1021.1,10.6
2020-01-10 06:00:00,4.8,92,1021.3,9.1
2020-01-10 07:00:00,4.2,93,1021.4,8.1
2020-01-10 08:00:00,5.3,90,1021.6,9.8
2020-01-10 09:00:00,8.0,80,1022.5,8.4
2020-01-10 10:00:00,10.9,68,1022.9,8.9
2020-01-10 11:00:00,13.4,57,1022.3,10.8
2020-01-10 12:00:00,15.1,48,1021.6,12.4
2020-01-10 13:00:00,16.2,43,1020.3,12.7
2020-01-10 14:00:00,16.7,41,1019.4,11.5
2020-01-10 15:00:00,16.7,40,1019.0,10.6
2020-01-10 16:00:00,15.7,49,1019.0,6.8
2020-01-10 17:00:00,11.6,69,1018.9,9.0
2020-01-10 18:00:00,10.2,73,1019.4,9.4
2020-01-10 19:00:00,9.2,76,1019.9,9.8
2020-01-10 20:00:00,8.7,77,1020.3,8.4
2020-01-10 21:00:00,8.5,76,1020.9,7.3
2020-01-10 22:00:00,7.0,84,1020.8,9.7
2020-01-10 23:00:00,6.2,86,1020.8,9.2
2020-01-11 00:00:00,5.7,87,1020.4,8.9
2020-01-11 01:00:00,6.1,87,1020.3,7.2
2020-01-11 02:00:00,6.0,87,1020.1,7.4
2020-01-11 03:00:00,5.4,89,1020.1,7.7
2020-01-11 04:00:00,4.8,90,1019.8,6.9
2020-01-11 05:00:00,4.8,93,1020.1,6.6
2020-01-11 06:00:00,4.5,94,1020.2,8.2
2020-01-11 07:00:00,4.5,94,1020.6,6.8
2020-01-11 08:00:00,6.2,90,1020.9,6.2
2020-01-11 09:00:00,8.5,82,1021.4,2.9
2020-01-11 10:00:00,10.4,74,1021.9,2.5
2020-01-11 11:00:00,12.4,66,1021.2,2.9
2020-01-11 12:00:00,13.7,61,1020.3,5.0
2020-01-11 13:00:00,14.8,55,1019.3,5.0
2020-01-11 14:00:00,14.6,55,1018.9,6.8
2020-01-11 15:00:00,14.5,57,1018.5,5.7
2020-01-11 16:00:00,14.2,64,1018.5,2.8
2020-01-11 17:00:00,12.8,71,1018.7,6.1
2020-01-11 18:00:00,12.6,65,1019.3,5.4
2020-01-11 19:00:00,11.9,70,1019.9,6.1
2020-01-11 20:00:00,11.2,71,1019.9,6.2
2020-01-11 21:00:00,11.2,74,1020.3,7.2
2020-01-11 22:00:00,11.6,65,1020.6,9.1
2020-01-11 23:00:00,11.0,69,1020.6,6.2
2020-01-12 00:00:00,11.0,68,1019.8,5.6
2020-01-12 01:00:00,9.9,78,1021.0,5.6
2020-01-12 02:00:00,9.6,81,1020.6,4.4
2020-01-12 03:00:00,9.6,79,1019.7,8.0
2020-01-12 04:00:00,10.1,68,1019.0,9.9
2020-01-12 05:00:00,10.1,67,1018.2,10.4
2020-01-12 06:00:00,10.5,62,1017.8,11.9
2020-01-12 07:00:00,8.6,70,1018.2,8.1
2020-01-12 08:00:00,9.0,74,1018.8,6.6
2020-01-12 09:00:00,11.0,69,1018.9,7.0
2020-01-12 10:00:00,13.7,60,1018.9,7.4
2020-01-12 11:00:00,15.6,54,1018.0,5.5
2020-01-12 12:00:00,16.5,52,1016.8,8.8
2020-01-12 13:00:00,17.5,50,1015.4,7.2
2020-01-12 14:00:00,17.9,48,1014.6,8.0
2020-01-12 15:00:00,17.1,56,1014.2,6.4
2020-01-12 16:00:00,16.2,65,1013.9,4.1
2020-01-12 17:00:00,14.5,73,1014.1,7.1
2020-01-12 18:00:00,13.5,75,1014.1,7.2
2020-01-12 19:00:00,13.0,76,1014.2,5.4
2020-01-12 20:00:00,12.2,81,1014.2,7.0
2020-01-12 21:00:00,11.6,82,1013.2,5.5
2020-01-12 22:00:00,11.3,83,1013.3,5.0
2020-01-12 23:00:00,10.3,89,1013.0,6.6
2020-01-13 00:00:00,8.9,92,1011.9,7.0
2020-01-13 01:00:00,8.8,92,1011.7,7.2
2020-01-13 02:00:00,10.2,84,1011.1,5.0
2020-01-13 03:00:00,9.8,88,1011.2,7.4
2020-01-13 04:00:00,10.6,79,1010.6,14.0
2020-01-13 05:00:00,9.7,81,1010.3,13.1
2020-01-13 06:00:00,10.0,82,1010.7,11.7
2020-01-13 07:00:00,9.7,91,1010.4,13.5
2020-01-13 08:00:00,9.7,90,1010.1,9.2
2020-01-13 09:00:00,10.1,90,1010.2,8.0
2020-01-13 10:00:00,10.4,91,1010.3,7.9
2020-01-13 11:00:00,10.7,91,1009.3,8.4
2020-01-13 12:00:00,11.2,90,1008.3,7.2
2020-01-13 13:00:00,12.3,89,1006.3,13.8
2020-01-13 14:00:00,12.5,92,1006.3,14.2
2020-01-13 15:00:00,12.5,86,1007.1,18.8
2020-01-13 16:00:00,12.5,82,1007.8,17.6
2020-01-13 17:00:00,11.3,86,1009.1,20.3
2020-01-13 18:00:00,10.4,85,1010.8,14.2
2020-01-13 19:00:00,9.2,90,1012.2,9.7
2020-01-13 20:00:00,8.8,91,1013.0,10.0
2020-01-13 21:00:00,8.4,93,1013.9,9.2
2020-01-13 22:00:00,8.1,93,1014.6,8.4
2020-01-13 23:00:00,7.8,94,1015.4,8.9
2020-01-14 00:00:00,7.6,96,1015.5,9.8
2020-01-14 01:00:00,7.5,97,1015.7,9.4
2020-01-14 02:00:00,7.4,98,1015.6,9.4
2020-01-14 03:00:00,7.2,98,1015.7,7.9
2020-01-14 04:00:00,7.2,99,1015.7,7.2
2020-01-14 05:00:00,6.4,100,1015.8,6.6
2020-01-14 06:00:00,6.2,100,1016.4,5.2
2020-01-14 07:00:00,6.6,100,1017.2,5.9
2020-01-14 08:00:00,7.7,95,1017.7,4.7
2020-01-14 09:00:00,8.7,90,1018.4,1.8
2020-01-14 10:00:00,9.6,94,1019.1,1.1
2020-01-14 11:00:00,11.7,88,1018.8,2.9
2020-01-14 12:00:00,13.3,76,1017.6,2.7
2020-01-14 13:00:00,14.2,69,1016.5,2.6
2020-01-14 14:00:00,14.8,64,1015.7,3.0
2020-01-14 15:00:00,14.9,57,1015.4,3.9
2020-01-14 16:00:00,14.5,55,1015.3,3.9
2020-01-14 17:00:00,13.3,65,1015.9,3.3
2020-01-14 18:00:00,12.4,68,1016.2,3.2
2020-01-14 19:00:00,8.8,85,1017.2,6.5
2020-01-14 20:00:00,8.0,86,1017.4,6.9
2020-01-14 21:00:00,7.1,88,1017.7,8.2
2020-01-14 22:00:00,6.9,87,1017.9,7.8
2020-01-14 23:00:00,6.3,88,1017.8,9.3
2020-01-15 00:00:00,8.0,80,1017.5,7.6
2020-01-15 01:00:00,8.4,79,1017.5,5.7
2020-01-15 02:00:00,5.1,90,1017.4,8.9
2020-01-15 03:00:00,4.3,93,1017.0,10.9
2020-01-15 04:00:00,4.0,94,1017.1,8.7
2020-01-15 05:00:00,4.4,93,1016.9,8.2
2020-01-15 06:00:00,4.8,93,1017.3,6.9
2020-01-15 07:00:00,5.5,92,1017.9,6.7
2020-01-15 08:00:00,6.1,91,1018.2,4.7
2020-01-15 09:00:00,8.8,85,1018.9,2.7
2020-01-15 10:00:00,11.6,77,1019.2,2.6
2020-01-15 11:00:00,13.7,67,1019.0,3.1
2020-01-15 12:00:00,14.7,58,1018.1,2.9
2020-01-15 13:00:00,15.1,57,1016.9,2.5
2020-01-15 14:00:00,15.4,56,1016.1,2.4
2020-01-15 15:00:00,15.5,55,1015.8,3.1
2020-01-15 16:00:00,15.2,56,1015.6,4.1
2020-01-15 17:00:00,13.2,71,1016.8,4.8
2020-01-15 18:00:00,10.9,79,1016.9,6.9
2020-01-15 19:00:00,10.6,80,1017.6,5.4
2020-01-15 20:00:00,9.4,85,1018.0,8.4
2020-01-15 21:00:00,9.2,82,1018.1,9.1
2020-01-15 22:00:00,11.3,68,1017.9,6.5
2020-01-15 23:00:00,10.6,70,1017.7,2.9
2020-01-16 00:00:00,9.7,74,1017.4,3.3
2020-01-16 01:00:00,7.2,85,1017.3,6.8
2020-01-16 02:00:00,5.4,93,1016.9,9.5
2020-01-16 03:00:00,5.8,94,1016.6,7.7
2020-01-16 04:00:00,5.9,94,1016.3,7.6
2020-01-16 05:00:00,5.9,94,1016.4,5.5
2020-01-16 06:00:00,6.4,93,1016.8,4.2
2020-01-16 07:00:00,6.3,95,1017.0,0.5
2020-01-16 08:00:00,6.2,95,1017.6,1.1
2020-01-16 09:00:00,8.9,87,1017.8,1.1
2020-01-16 10:00:00,11.8,77,1017.8,1.3
2020-01-16 11:00:00,13.6,71,1017.3,2.4
2020-01-16 12:00:00,14.9,68,1016.3,4.4
2020-01-16 13:00:00,15.9,65,1015.2,5.1
2020-01-16 14:00:00,16.2,63,1014.5,4.4
2020-01-16 15:00:00,16.6,61,1014.0,3.5
2020-01-16 16:00:00,16.4,63,1013.7,3.1
2020-01-16 17:00:00,12.8,83,1014.6,7.4
2020-01-16 18:00:00,10.8,90,1015.0,7.2
2020-01-16 19:00:00,9.5,92,1015.6,9.2
2020-01-16 20:00:00,9.0,93,1015.7,7.6
2020-01-16 21:00:00,8.6,93,1016.1,6.8
2020-01-16 22:00:00,7.5,96,1016.4,9.0
2020-01-16 23:00:00,7.2,97,1016.4,7.4
2020-01-17 00:00:00,7.1,97,1016.4,7.2
2020-01-17 01:00:00,6.3,98,1016.6,7.1
2020-01-17 02:00:00,5.7,98,1016.8,8.4
2020-01-17 03:00:00,5.7,98,1016.9,6.9
2020-01-17 04:00:00,5.6,99,1016.9,4.1
2020-01-17 05:00:00,6.0,99,1016.5,6.6
2020-01-17 06:00:00,5.9,100,1016.7,6.6
2020-01-17 07:00:00,5.6,100,1017.4,5.9
2020-01-17 08:00:00,6.4,98,1017.9,6.2
2020-01-17 09:00:00,8.1,97,1018.2,6.1
2020-01-17 10:00:00,10.6,92,1018.6,4.9
2020-01-17 11:00:00,13.1,80,1018.4,3.6
2020-01-17 12:00:00,14.7,71,1017.3,2.9
2020-01-17 13:00:00,15.6,63,1015.9,2.2
2020-01-17 14:00:00,15.9,59,1015.1,4.1
2020-01-17 15:00:00,15.8,58,1014.8,5.4
2020-01-17 16:00:00,15.6,60,1014.6,4.6
2020-01-17 17:00:00,15.0,63,1015.5,1.8
2020-01-17 18:00:00,12.4,75,1015.9,2.9
2020-01-17 19:00:00,10.9,85,1016.6,5.2
2020-01-17 20:00:00,9.8,90,1017.2,5.2
2020-01-17 21:00:00,9.0,93,1017.6,7.4
2020-01-17 22:00:00,8.5,92,1017.8,6.9
2020-01-17 23:00:00,8.0,92,1017.9,7.1
2020-01-18 00:00:00,7.4,92,1017.5,7.7
2020-01-18 01:00:00,6.4,94,1017.6,9.9
2020-01-18 02:00:00,6.1,95,1017.4,8.7
2020-01-18 03:00:00,5.8,96,1017.6,7.7
2020-01-18 04:00:00,5.5,97,1018.2,5.2
2020-01-18 05:00:00,5.8,97,1017.9,6.2
2020-01-18 06:00:00,6.1,97,1018.4,6.2
2020-01-18 07:00:00,6.4,96,1019.1,6.5
2020-01-18 08:00:00,8.2,92,1019.7,11.1
2020-01-18 09:00:00,10.7,84,1020.3,11.2
2020-01-18 10:00:00,13.3,76,1020.7,11.3
2020-01-18 11:00:00,15.0,69,1020.4,11.9
2020-01-18 12:00:00,16.4,63,1019.5,10.9
2020-01-18 13:00:00,17.0,55,1018.5,8.2
2020-01-18 14:00:00,17.0,51,1017.8,6.6
2020-01-18 15:00:00,16.9,50,1017.5,6.8
2020-01-18 16:00:00,16.5,55,1017.3,4.5
2020-01-18 17:00:00,13.3,77,1017.8,6.0
2020-01-18 18:00:00,11.6,81,1018.5,7.4
2020-01-18 19:00:00,13.5,70,1019.0,3.6
2020-01-18 20:00:00,10.4,83,1019.4,5.0
2020-01-18 21:00:00,9.4,87,1019.8,4.9
2020-01-18 22:00:00,8.6,89,1019.8,6.2
2020-01-18 23:00:00,9.4,88,1020.0,1.4
2020-01-19 00:00:00,7.0,94,1020.0,2.8
2020-01-19 01:00:00,6.3,96,1019.8,3.7
2020-01-19 02:00:00,7.2,95,1020.3,3.4
2020-01-19 03:00:00,7.2,94,1019.9,3.1
2020-01-19 04:00:00,7.2,93,1019.5,2.3
2020-01-19 05:00:00,4.6,100,1019.6,6.3
2020-01-19 06:00:00,6.1,99,1020.2,2.3
2020-01-19 07:00:00,5.4,99,1020.7,1.0
2020-01-19 08:00:00,6.2,97,1021.1,3.1
2020-01-19 09:00:00,7.7,97,1021.5,3.6
2020-01-19 10:00:00,10.1,97,1022.2,1.6
2020-01-19 11:00:00,12.3,88,1022.2,2.6
2020-01-19 12:00:00,14.7,74,1021.3,5.0
2020-01-19 13:00:00,16.2,66,1019.8,6.5
2020-01-19 14:00:00,16.8,64,1019.0,6.6
2020-01-19 15:00:00,17.0,62,1018.3,6.0
2020-01-19 16:00:00,16.8,63,1018.3,5.9
2020-01-19 17:00:00,14.7,73,1018.5,5.8
2020-01-19 18:00:00,14.7,71,1018.4,5.4
2020-01-19 19:00:00,11.5,85,1019.1,7.9
2020-01-19 20:00:00,9.9,89,1019.7,10.0
2020-01-19 21:00:00,9.2,91,1019.6,10.4
2020-01-19 22:00:00,8.9,91,1019.7,10.0
2020-01-19 23:00:00,9.0,91,1019.3,9.6
2020-01-20 00:00:00,8.0,92,1018.8,9.4
2020-01-20 01:00:00,7.7,93,1018.3,10.3
2020-01-20 02:00:00,8.5,91,1017.7,7.1
2020-01-20 03:00:00,8.6,90,1017.4,9.0
2020-01-20 04:00:00,9.4,88,1017.4,5.4
2020-01-20 05:00:00,9.6,90,1017.5,6.9
2020-01-20 06:00:00,9.6,91,1017.8,6.5
2020-01-20 07:00:00,9.3,93,1017.9,6.2
2020-01-20 08:00:00,9.8,90,1018.3,9.5
2020-01-20 09:00:00,12.5,80,1018.6,7.1
2020-01-20 10:00:00,14.5,73,1018.9,6.5
2020-01-20 11:00:00,16.3,65,1018.9,8.2
2020-01-20 12:00:00,17.4,55,1018.0,8.6
2020-01-20 13:00:00,17.8,49,1017.1,9.5
2020-01-20 14:00:00,17.8,43,1016.6,8.5
2020-01-20 15:00:00,17.6,42,1016.4,5.7
2020-01-20 16:00:00,16.9,50,1016.2,4.3
2020-01-20 17:00:00,16.5,46,1016.5,0.8
2020-01-20 18:00:00,15.8,49,1016.6,1.5
2020-01-20 19:00:00,12.6,68,1017.3,6.2
2020-01-20 20:00:00,12.9,72,1017.5,5.6
2020-01-20 21:00:00,12.7,75,1018.1,6.1
2020-01-20 22:00:00,12.3,79,1018.6,7.4
2020-01-20 23:00:00,10.9,87,1018.3,7.9
2020-01-21 00:00:00,11.5,83,1018.4,7.2
2020-01-21 01:00:00,11.2,83,1017.8,6.9
2020-01-21 02:00:00,11.2,81,1017.8,10.0
2020-01-21 03:00:00,11.2,78,1017.7,9.2
2020-01-21 04:00:00,10.7,81,1018.0,7.6
2020-01-21 05:00:00,10.6,90,1018.1,6.9
2020-01-21 06:00:00,10.5,92,1018.5,13.2
2020-01-21 07:00:00,10.3,91,1019.3,13.0
2020-01-21 08:00:00,10.6,85,1019.8,14.4
2020-01-21 09:00:00,11.7,76,1020.5,13.7
2020-01-21 10:00:00,13.3,67,1021.1,13.7
2020-01-21 11:00:00,14.9,61,1021.2,11.6
2020-01-21 12:00:00,15.9,57,1020.2,10.8
2020-01-21 13:00:00,15.9,57,1019.5,10.0
2020-01-21 14:00:00,16.3,52,1018.6,10.1
2020-01-21 15:00:00,16.2,52,1018.6,11.0
2020-01-21 16:00:00,15.9,55,1018.3,9.7
2020-01-21 17:00:00,12.9,76,1019.5,7.3
